Verein;Name;Pos;Spec;PosSpec;Age;Age group;cm;kg;BMI;BMI Zone;Apps;Rt;Tackle;I;F;OW;Clr;Drb;BS;OG;G;A;SpG;KP;Drb;F;Off;Dis;Trn;A;KP;Avg P;PS%;C;LB;TB
Nürnberg;Hiroshi Kiyotake;AM;C;AM(C);23;bis 26;172;63;21.29529475;normal;30(1);7.18;1;0.5;0.7;-;0.2;0.6;0.1;-;4;10;1.1;2.7;1.8;1.5;0.1;2;1;10;2.7;35.7;81.3;2.5;2.6;0.2
Hoffenheim;Fabian Johnson;M;L;M(L);25;bis 26;183;74;22.09680791;normal;30(1);6.86;2.3;2.3;0.7;0.1;1.8;0.5;0.2;-;3;4;0.5;0.8;0.8;0.9;0.1;0.6;0.6;4;0.8;36.2;80.1;0.2;1.9;-
Gladbach;Havard Nordtveit;D;C;D(C);23;bis 26;188;85;24.04934359;normal;30(1);6.94;1.7;1.2;1.2;-;1.3;0.8;0.7;-;1;4;0.8;0.9;1.2;0.7;-;1.3;0.6;4;0.9;39;80.7;0.9;3.5;-
Hoffenheim;Fabian Johnson;D;L;D(L);25;bis 26;183;74;22.09680791;normal;30(1);6.86;2.3;2.3;0.7;0.1;1.8;0.5;0.2;-;3;4;0.5;0.8;0.8;0.9;0.1;0.6;0.6;4;0.8;36.2;80.1;0.2;1.9;-
Gladbach;Havard Nordtveit;DM;C;DM(C);23;bis 26;188;85;24.04934359;normal;30(1);6.94;1.7;1.2;1.2;-;1.3;0.8;0.7;-;1;4;0.8;0.9;1.2;0.7;-;1.3;0.6;4;0.9;39;80.7;0.9;3.5;-
Hamburg;Milan Badelj;M;C;M(C);24;bis 26;186;76;21.96785756;normal;30(1);7.47;3.7;3.5;1.8;0.1;1.5;1.7;0.2;-;1;5;0.7;1.1;2.6;1.3;-;1.6;1;5;1.1;58.1;81.5;0.1;5.9;0.2
Nürnberg;Hiroshi Kiyotake;AM;R;AM(R);23;bis 26;172;63;21.29529475;normal;30(1);7.18;1;0.5;0.7;-;0.2;0.6;0.1;-;4;10;1.1;2.7;1.8;1.5;0.1;2;1;10;2.7;35.7;81.3;2.5;2.6;0.2
Hoffenheim;Fabian Johnson;M;R;M(R);25;bis 26;183;74;22.09680791;normal;30(1);6.86;2.3;2.3;0.7;0.1;1.8;0.5;0.2;-;3;4;0.5;0.8;0.8;0.9;0.1;0.6;0.6;4;0.8;36.2;80.1;0.2;1.9;-
Gladbach;Patrick Herrmann;AM;R;AM(R);22;bis 26;179;69;21.5349084;normal;30(2);6.86;1.4;0.7;1.8;0.1;0.1;1;0.1;-;6;5;1.3;1;1.8;1.7;0.9;1.7;1.2;5;1;22.6;74.6;0.4;0.4;0.1
Gladbach;Patrick Herrmann;FW;;FW;22;bis 26;179;69;21.5349084;normal;30(2);6.86;1.4;0.7;1.8;0.1;0.1;1;0.1;-;6;5;1.3;1;1.8;1.7;0.9;1.7;1.2;5;1;22.6;74.6;0.4;0.4;0.1
Bremen;Nils Petersen;FW;;FW;24;bis 26;188;80;22.63467632;normal;30(4);7.01;1.3;0.6;0.7;-;0.7;0.8;0.1;-;11;5;2.5;0.8;0.8;0.7;0.4;1.1;1.9;5;0.8;15.2;67.1;0.1;0.2;0.1
Leverkusen;Daniel Carvajal;D;R;D(R);21;bis 26;171;73;24.96494648;normal;31(1);7.63;3.5;3.7;1.4;0.4;3.3;0.9;0.4;-;1;7;0.4;1.5;1.9;0.8;0.1;1.4;0.9;7;1.5;43.6;80;0.8;1.7;0.1
Hamburg;Dennis Diekmeier;D;R;D(R);23;bis 26;188;79;22.35174287;normal;31(1);7.04;2;1.8;1.1;0.6;2.4;0.6;0.5;-;-;4;0.3;1.3;1.1;1.3;-;1;0.6;4;1.3;28.3;77.7;1.6;0.9;-
Mainz;Julian Baumgartlinger;DM;C;DM(C);25;bis 26;183;82;24.48565201;normal;31(1);7.18;3.6;2.9;1.9;0.1;1.5;1;0.3;-;-;1;0.3;0.7;0.6;2.4;0.1;1.1;0.6;1;0.7;58.1;86.9;0.1;4;0.1
Mainz;Julian Baumgartlinger;M;R;M(R);25;bis 26;183;82;24.48565201;normal;31(1);7.18;3.6;2.9;1.9;0.1;1.5;1;0.3;-;-;1;0.3;0.7;0.6;2.4;0.1;1.1;0.6;1;0.7;58.1;86.9;0.1;4;0.1
Hamburg;Heung-Min Son;AM;L;AM(L);21;bis 26;183;76;22.69401893;normal;31(2);7.01;0.9;1;0.7;-;0.4;0.8;0.1;-;12;2;2.4;0.8;1.4;1.3;0.8;1.5;1.1;2;0.8;25.1;77.4;0.1;1.2;0.1
Nürnberg;Hanno Balitsch;D;R;D(R);32;bis 35;182;80;24.1516725;normal;31(2);6.75;2.7;1.6;1.2;0.2;1.3;1.3;0.1;1;1;2;0.9;0.6;0.9;1.2;0.1;1.1;0.6;2;0.6;32.2;73.9;0.1;2.8;-
Nürnberg;Hanno Balitsch;DM;C;DM(C);32;bis 35;182;80;24.1516725;normal;31(2);6.75;2.7;1.6;1.2;0.2;1.3;1.3;0.1;1;1;2;0.9;0.6;0.9;1.2;0.1;1.1;0.6;2;0.6;32.2;73.9;0.1;2.8;-
Hamburg;Heung-Min Son;FW;;FW;21;bis 26;183;76;22.69401893;normal;31(2);7.01;0.9;1;0.7;-;0.4;0.8;0.1;-;12;2;2.4;0.8;1.4;1.3;0.8;1.5;1.1;2;0.8;25.1;77.4;0.1;1.2;0.1
Hamburg;Heung-Min Son;AM;R;AM(R);21;bis 26;183;76;22.69401893;normal;31(2);7.01;0.9;1;0.7;-;0.4;0.8;0.1;-;12;2;2.4;0.8;1.4;1.3;0.8;1.5;1.1;2;0.8;25.1;77.4;0.1;1.2;0.1
Hoffenheim;Kevin Volland;AM;C;AM(C);20;bis 20;179;80;24.96800974;normal;31(3);6.87;1.6;0.6;2.1;-;0.2;1.1;0.1;-;6;7;1.5;1.3;1.5;2.4;1;2.2;1.9;7;1.3;21.7;68.9;0.6;0.5;0.2
Hoffenheim;Kevin Volland;AM;C;AM(C);20;bis 20;179;80;24.96800974;normal;31(3);6.87;1.6;0.6;2.1;-;0.2;1.1;0.1;-;6;7;1.5;1.3;1.5;2.4;1;2.2;1.9;7;1.3;21.7;68.9;0.6;0.5;0.2
Hoffenheim;Kevin Volland;FW;;FW;20;bis 20;179;80;24.96800974;normal;31(3);6.87;1.6;0.6;2.1;-;0.2;1.1;0.1;-;6;7;1.5;1.3;1.5;2.4;1;2.2;1.9;7;1.3;21.7;68.9;0.6;0.5;0.2
Hoffenheim;Kevin Volland;AM;L;AM(L);20;bis 20;179;80;24.96800974;normal;31(3);6.87;1.6;0.6;2.1;-;0.2;1.1;0.1;-;6;7;1.5;1.3;1.5;2.4;1;2.2;1.9;7;1.3;21.7;68.9;0.6;0.5;0.2
Hoffenheim;Kevin Volland;AM;R;AM(R);20;bis 20;179;80;24.96800974;normal;31(3);6.87;1.6;0.6;2.1;-;0.2;1.1;0.1;-;6;7;1.5;1.3;1.5;2.4;1;2.2;1.9;7;1.3;21.7;68.9;0.6;0.5;0.2
Mainz;Zdenek Pospech;D;L;D(L);34;bis 35;174;72;23.78121284;normal;32(1);7.11;2.8;2.3;0.9;0.3;2.6;1;0.2;-;1;3;0.5;0.7;1.2;0.8;-;0.8;0.7;3;0.7;35.5;79.8;0.9;2.6;-
Leverkusen;Lars Bender;DM;C;DM(C);24;bis 26;184;77;22.74338374;normal;32(1);7.41;4.1;2.5;1.7;-;1.2;2;0.3;-;3;6;1.1;1;1.2;1.2;-;1.5;0.8;6;1;44.7;79.3;0.4;2;0.1
Mainz;Zdenek Pospech;D;R;D(R);34;bis 35;174;72;23.78121284;normal;32(1);7.11;2.8;2.3;0.9;0.3;2.6;1;0.2;-;1;3;0.5;0.7;1.2;0.8;-;0.8;0.7;3;0.7;35.5;79.8;0.9;2.6;-
Freiburg;Max Kruse;AM;C;AM(C);25;bis 26;180;82;25.30864198;overweight;33(1);7.51;0.7;0.5;0.5;-;0.2;0.5;0.1;-;11;8;2.4;2.7;2.7;1.2;0.6;2.1;1.4;8;2.7;38.4;82.1;1.2;2.9;0.4
Freiburg;Max Kruse;AM;C;AM(C);25;bis 26;180;82;25.30864198;overweight;33(1);7.51;0.7;0.5;0.5;-;0.2;0.5;0.1;-;11;8;2.4;2.7;2.7;1.2;0.6;2.1;1.4;8;2.7;38.4;82.1;1.2;2.9;0.4
Freiburg;Max Kruse;FW;;FW;25;bis 26;180;82;25.30864198;overweight;33(1);7.51;0.7;0.5;0.5;-;0.2;0.5;0.1;-;11;8;2.4;2.7;2.7;1.2;0.6;2.1;1.4;8;2.7;38.4;82.1;1.2;2.9;0.4
Freiburg;Max Kruse;AM;L;AM(L);25;bis 26;180;82;25.30864198;overweight;33(1);7.51;0.7;0.5;0.5;-;0.2;0.5;0.1;-;11;8;2.4;2.7;2.7;1.2;0.6;2.1;1.4;8;2.7;38.4;82.1;1.2;2.9;0.4
Freiburg;Max Kruse;AM;R;AM(R);25;bis 26;180;82;25.30864198;overweight;33(1);7.51;0.7;0.5;0.5;-;0.2;0.5;0.1;-;11;8;2.4;2.7;2.7;1.2;0.6;2.1;1.4;8;2.7;38.4;82.1;1.2;2.9;0.4
Hoffenheim;Boris Vukcevic;AM;C;AM(C);23;bis 26;183;81;24.18704649;normal;4(1);6.89;1.6;2.2;0.8;-;0.2;1;-;-;1;-;0.8;0.4;1.4;1;0.8;2;1;-;0.4;25.6;77.3;0.4;0.2;-
Frankfurt;Vadim Demidov;D;C;D(C);26;bis 30;185;80;23.37472608;normal;4(1);6.49;2;1.2;1.8;2.6;8.6;0.4;0.2;-;-;-;-;-;0.6;1.4;0.2;-;0.2;-;-;34.6;79.8;-;3.4;-
Bayern;Diego Contento;D;L;D(L);23;bis 26;177;74;23.62028791;normal;4(1);6.8;1;1.8;0.4;0.2;2;0.6;-;-;-;-;0.6;0.6;-;0.8;-;1;0.8;-;0.6;38.6;82.4;0.4;2.8;-
Hannover;Leon Andreasen;DM;C;DM(C);30;bis 30;188;81;22.91760978;normal;4(1);6.67;1;1;1.6;-;1.2;0.6;-;-;2;-;1.6;-;0.2;1.2;-;0.4;0.4;-;-;19.2;75;-;1.2;-
Hoffenheim;Boris Vukcevic;AM;R;AM(R);23;bis 26;183;81;24.18704649;normal;4(1);6.89;1.6;2.2;0.8;-;0.2;1;-;-;1;-;0.8;0.4;1.4;1;0.8;2;1;-;0.4;25.6;77.3;0.4;0.2;-
Augsburg;Aristide Bancé;FW;;FW;28;bis 30;192;96;26.04166667;overweight;4(14);6.37;0.1;0.3;0.6;0.1;0.3;0.4;-;-;-;-;1.5;0.7;0.9;0.4;0.3;1;1.1;-;0.7;9.8;71.8;0.1;0.3;0.1
Frankfurt;Martin Lanig;M;C;M(C);29;bis 30;190;79;21.88365651;normal;4(15);6.47;1.2;0.4;0.6;-;0.3;0.4;0.2;-;3;1;0.5;0.2;0.4;0.6;0.1;0.3;0.2;1;0.2;8.8;75;-;0.5;-
Mainz;Marcel Risse;AM;R;AM(R);23;bis 26;183;75;22.39541342;normal;4(17);6.33;1;0.4;0.3;-;-;0.5;-;-;1;1;0.8;0.2;0.6;0.7;0.1;1;0.2;1;0.2;6.9;64.8;0.2;0.4;-
Hamburg;Ivo Ilicevic;AM;L;AM(L);26;bis 30;174;63;20.80856124;normal;4(4);6.61;1.1;0.8;1;-;0.4;0.1;0.1;-;1;-;1;0.3;1.1;1;0.1;1.1;0.5;-;0.3;17.3;78.3;-;1;0.1
Hoffenheim;Igor de Camargo;AM;C;AM(C);30;bis 30;187;83;23.73530842;normal;4(4);6.4;-;0.5;1.1;-;0.4;0.4;0.1;-;1;-;0.5;0.4;0.4;0.6;0.4;0.9;1.1;-;0.4;15.5;64.5;0.1;-;0.1
Mainz;Eric Maxim Choupo-Moting;AM;L;AM(L);24;bis 26;190;84;23.26869806;normal;4(4);6.8;0.4;0.1;0.8;-;1.1;0.1;-;-;-;-;0.9;0.3;3.1;1.1;0.1;1.9;1.1;-;0.3;18.1;74.5;0.1;0.5;-
Mainz;Eric Maxim Choupo-Moting;FW;;FW;24;bis 26;190;84;23.26869806;normal;4(4);6.8;0.4;0.1;0.8;-;1.1;0.1;-;-;-;-;0.9;0.3;3.1;1.1;0.1;1.9;1.1;-;0.3;18.1;74.5;0.1;0.5;-
Hoffenheim;Igor de Camargo;FW;;FW;30;bis 30;187;83;23.73530842;normal;4(4);6.4;-;0.5;1.1;-;0.4;0.4;0.1;-;1;-;0.5;0.4;0.4;0.6;0.4;0.9;1.1;-;0.4;15.5;64.5;0.1;-;0.1
Hamburg;Ivo Ilicevic;AM;R;AM(R);26;bis 30;174;63;20.80856124;normal;4(4);6.61;1.1;0.8;1;-;0.4;0.1;0.1;-;1;-;1;0.3;1.1;1;0.1;1.1;0.5;-;0.3;17.3;78.3;-;1;0.1
Stuttgart;Tunay Torun;AM;C;AM(C);23;bis 26;176;75;24.21229339;normal;4(5);6.48;1.1;0.6;1.9;-;0.3;1.1;-;-;-;-;0.8;0.8;1.6;1;0.3;1.2;1.1;-;0.8;20.9;84;0.7;0.8;0.3
Stuttgart;Tunay Torun;AM;C;AM(C);23;bis 26;176;75;24.21229339;normal;4(5);6.48;1.1;0.6;1.9;-;0.3;1.1;-;-;-;-;0.8;0.8;1.6;1;0.3;1.2;1.1;-;0.8;20.9;84;0.7;0.8;0.3
Freiburg;Erik Jendrisek;FW;;FW;26;bis 30;176;74;23.88946281;normal;4(5);6.32;0.6;0.3;0.7;-;0.1;0.2;-;-;-;1;0.8;0.2;0.3;0.4;0.4;1.3;0.4;1;0.2;8.1;58.9;0.1;0.1;-
Stuttgart;Tunay Torun;FW;;FW;23;bis 26;176;75;24.21229339;normal;4(5);6.48;1.1;0.6;1.9;-;0.3;1.1;-;-;-;-;0.8;0.8;1.6;1;0.3;1.2;1.1;-;0.8;20.9;84;0.7;0.8;0.3
Fürth;Jung Bin Park;M;;M;19;bis 20;177;73;23.30109483;normal;4(5);6.36;1.1;1;1.3;-;-;0.4;-;-;-;-;0.9;0.6;1.1;0.7;0.4;1.3;1.2;-;0.6;10.2;80.4;0.3;0.3;-
Stuttgart;Tunay Torun;AM;L;AM(L);23;bis 26;176;75;24.21229339;normal;4(5);6.48;1.1;0.6;1.9;-;0.3;1.1;-;-;-;-;0.8;0.8;1.6;1;0.3;1.2;1.1;-;0.8;20.9;84;0.7;0.8;0.3
Stuttgart;Tunay Torun;AM;R;AM(R);23;bis 26;176;75;24.21229339;normal;4(5);6.48;1.1;0.6;1.9;-;0.3;1.1;-;-;-;-;0.8;0.8;1.6;1;0.3;1.2;1.1;-;0.8;20.9;84;0.7;0.8;0.3
Düsseldorf;Nando Rafael;FW;;FW;29;bis 30;180;83;25.61728395;overweight;4(7);6.32;0.4;0.3;1.1;-;0.1;0.1;-;-;2;-;1;0.3;0.1;0.5;0.9;0.7;0.9;-;0.3;8.8;77.3;-;0.3;-
Wolfsburg;Maximilian Arnold;M;;M;19;bis 20;183;74;22.09680791;normal;5(1);6.82;1.3;0.3;2.3;-;0.2;0.5;-;-;3;-;1.3;0.2;0.5;1.5;-;1.2;1.5;-;0.2;14.8;73;0.2;0.3;0.2
Bayern;Anatoliy Tymoshchuk;D;C;D(C);34;bis 35;181;75;22.89307408;normal;5(11);6.62;1.4;1;1;-;0.8;1.1;0.1;-;1;-;0.3;-;0.3;0.6;-;0.4;0.2;-;-;29.3;88.7;-;3.3;-
Bayern;Anatoliy Tymoshchuk;DM;C;DM(C);34;bis 35;181;75;22.89307408;normal;5(11);6.62;1.4;1;1;-;0.8;1.1;0.1;-;1;-;0.3;-;0.3;0.6;-;0.4;0.2;-;-;29.3;88.7;-;3.3;-
Düsseldorf;Mathis Bolly;FW;;FW;22;bis 26;185;77;22.49817385;normal;5(2);6.69;-;0.4;0.4;-;0.1;0.1;-;-;2;-;1.4;0.4;2.7;0.3;0.6;1.6;1.1;-;0.4;13.3;71;0.1;0.1;-
Leverkusen;Jens Hegeler;M;C;M(C);25;bis 26;193;86;23.08786813;normal;5(22);6.48;0.9;0.7;0.9;-;0.5;0.3;0.1;-;3;-;0.8;0.4;0.5;0.6;0.1;1;0.5;-;0.4;12.1;75.6;0.1;0.8;0.1
Leverkusen;Jens Hegeler;M;R;M(R);25;bis 26;193;86;23.08786813;normal;5(22);6.48;0.9;0.7;0.9;-;0.5;0.3;0.1;-;3;-;0.8;0.4;0.5;0.6;0.1;1;0.5;-;0.4;12.1;75.6;0.1;0.8;0.1
Leverkusen;Karim Bellarabi;AM;R;AM(R);23;bis 26;183;76;22.69401893;normal;5(3);6.7;1.8;0.9;2;-;0.1;2;-;-;-;-;1.5;0.6;2;1.5;0.5;1.8;0.9;-;0.6;17.3;76.8;0.6;0.6;0.1
Mainz;Stefan Bell;D;;D;21;bis 26;192;86;23.32899306;normal;5(3);6.56;1.8;1.3;1.6;0.4;4.4;0.8;-;-;-;-;0.1;-;-;0.3;-;0.6;1;-;-;19;73.7;0.1;1.1;-
Freiburg;Immanuel Höhn;D;C;D(C);21;bis 26;183;72;21.49959688;normal;5(3);6.53;0.8;1;1.9;0.3;4.1;0.8;0.3;-;-;-;0.3;-;0.1;1;-;0.3;0.1;-;-;39.9;85;-;4.4;-
Leverkusen;Manuel Friedrich;D;C;D(C);33;bis 35;189;87;24.35542118;normal;5(6);6.4;0.5;1;0.8;0.5;4.2;0.1;0.3;-;-;-;0.4;0.1;-;0.2;0.2;-;0.1;-;0.1;21.6;87;0.1;1.6;-
Augsburg;Milan Petrzela;AM;R;AM(R);30;bis 30;171;65;22.22906193;normal;5(7);6.32;0.8;0.8;1.3;-;-;0.8;-;-;-;-;0.8;0.4;1;1.5;0.3;1.8;0.7;-;0.4;9.5;71.1;0.6;0.2;-
Fürth;Christopher Nöthe;FW;;FW;25;bis 26;184;75;22.1526465;normal;5(8);6.27;0.8;0.2;0.9;-;0.3;0.1;0.1;-;-;1;0.8;0.3;0.2;0.8;0.2;0.5;0.8;1;0.3;11.1;68.8;0.2;0.6;-
Dortmund;Ivan Perisic;AM;L;AM(L);24;bis 26;187;81;23.16337327;normal;5(9);6.5;0.9;0.6;0.6;0.1;0.6;0.4;-;-;2;-;0.9;0.3;0.2;0.4;0.1;0.4;0.6;-;0.3;15.9;77.6;0.3;1.1;-
Hoffenheim;Eren Derdiyok;FW;;FW;25;bis 26;191;92;25.21860695;overweight;6(13);6.28;0.3;0.1;0.4;-;0.3;0.4;0.1;-;1;-;1.4;0.4;0.3;0.6;0.7;0.8;0.9;-;0.4;10.7;68.5;0.1;0.2;0.1
Dortmund;Julian Schieber;AM;L;AM(L);24;bis 26;186;83;23.99121286;normal;6(17);6.45;0.7;0.1;0.9;-;0.2;0.3;-;-;3;-;1.1;0.3;0.3;0.5;0.3;1.2;0.6;-;0.3;10.3;69.1;-;0.1;0.1
Dortmund;Julian Schieber;FW;;FW;24;bis 26;186;83;23.99121286;normal;6(17);6.45;0.7;0.1;0.9;-;0.2;0.3;-;-;3;-;1.1;0.3;0.3;0.5;0.3;1.2;0.6;-;0.3;10.3;69.1;-;0.1;0.1
Mainz;Nikita Rukavytsya;AM;L;AM(L);26;bis 30;183;74;22.09680791;normal;6(2);6.25;0.6;0.6;0.3;-;0.1;0.6;-;-;-;-;0.5;0.3;-;0.6;1;0.8;0.6;-;0.3;13.4;75.7;0.3;0.1;-
Wolfsburg;Slobodan Medojevic;DM;C;DM(C);22;bis 26;183;78;23.29122996;normal;6(2);6.56;2.4;0.9;1.3;0.1;0.9;1;-;-;-;1;0.3;0.4;0.6;0.9;-;0.8;0.8;1;0.4;29.8;82.4;-;1.8;-
Mainz;Nikita Rukavytsya;AM;R;AM(R);26;bis 30;183;74;22.09680791;normal;6(2);6.25;0.6;0.6;0.3;-;0.1;0.6;-;-;-;-;0.5;0.3;-;0.6;1;0.8;0.6;-;0.3;13.4;75.7;0.3;0.1;-
Frankfurt;Stefano Celozzi;D;R;D(R);24;bis 26;171;65;22.22906193;normal;6(21);6.47;0.9;0.8;0.3;0.1;0.4;0.3;0.1;-;-;3;0.4;0.6;0.5;0.4;-;0.4;0.4;3;0.6;15.6;80.2;0.4;0.6;-
Bremen;Mehmet Ekici;AM;C;AM(C);23;bis 26;180;79;24.38271605;normal;6(3);6.9;1.2;0.7;0.4;-;-;0.7;-;-;2;-;1.9;1.4;1.3;2;0.1;1.8;0.2;-;1.4;17;79.7;0.8;0.4;0.2
Bremen;Mehmet Ekici;AM;C;AM(C);23;bis 26;180;79;24.38271605;normal;6(3);6.9;1.2;0.7;0.4;-;-;0.7;-;-;2;-;1.9;1.4;1.3;2;0.1;1.8;0.2;-;1.4;17;79.7;0.8;0.4;0.2
Bremen;Mehmet Ekici;AM;L;AM(L);23;bis 26;180;79;24.38271605;normal;6(3);6.9;1.2;0.7;0.4;-;-;0.7;-;-;2;-;1.9;1.4;1.3;2;0.1;1.8;0.2;-;1.4;17;79.7;0.8;0.4;0.2
Bremen;Mehmet Ekici;AM;R;AM(R);23;bis 26;180;79;24.38271605;normal;6(3);6.9;1.2;0.7;0.4;-;-;0.7;-;-;2;-;1.9;1.4;1.3;2;0.1;1.8;0.2;-;1.4;17;79.7;0.8;0.4;0.2
Düsseldorf;Andrey Voronin;AM;C;AM(C);34;bis 35;174;81;26.75386445;overweight;6(4);6.4;0.6;0.5;0.9;-;0.2;0.5;-;-;-;1;0.4;0.8;1.4;0.9;0.1;2;0.9;1;0.8;25.9;79.9;0.4;2.9;0.1
Hoffenheim;Stephan Schröck;M;;M;26;bis 30;170;68;23.52941176;normal;6(4);6.29;2;0.9;2;0.2;0.2;0.9;-;-;-;-;0.4;0.7;0.9;1.1;-;0.8;0.8;-;0.7;12.9;58.1;0.2;0.6;-
Gladbach;Amin Younes;AM;C;AM(C);19;bis 20;168;67;23.73866213;normal;6(5);6.56;1.5;0.2;0.8;-;0.1;0.3;0.1;-;1;-;0.6;0.7;1.4;0.6;0.3;1.8;0.7;-;0.7;16.4;77.2;-;1;0.2
Freiburg;Sebastian Freis;AM;R;AM(R);28;bis 30;183;78;23.29122996;normal;6(6);6.24;0.2;0.2;1;-;0.2;0.3;-;-;1;-;0.8;0.5;0.4;0.5;0.3;1.2;0.8;-;0.5;9.9;77.3;-;0.3;0.1
Freiburg;Sebastian Freis;FW;;FW;28;bis 30;183;78;23.29122996;normal;6(6);6.24;0.2;0.2;1;-;0.2;0.3;-;-;1;-;0.8;0.5;0.4;0.5;0.3;1.2;0.8;-;0.5;9.9;77.3;-;0.3;0.1
Wolfsburg;Thomas Kahlenberg;M;C;M(C);30;bis 30;183;72;21.49959688;normal;6(7);6.37;1.3;0.4;1.4;-;0.4;1.2;0.1;-;-;-;0.5;0.9;0.5;0.8;-;0.6;0.3;-;0.9;25.7;86.5;0.2;0.8;0.1
Hamburg;Slobodan Rajkovic;D;C;D(C);24;bis 26;191;88;24.12214577;normal;6(7);6.89;1.9;1.8;0.9;0.5;4.6;0.5;0.5;-;-;-;0.4;0.2;0.2;0.5;-;0.2;0.2;-;0.2;29.4;71.5;-;2.5;0.1
Bayern;Rafinha;D;R;D(R);27;bis 30;172;68;22.98539751;normal;6(7);6.76;1.3;1;0.5;-;1.2;0.2;-;-;2;1;0.5;0.4;0.6;0.6;-;0.5;0.5;1;0.4;37.2;89.4;0.5;3;-
Bayern;Rafinha;D;R;D(R);27;bis 30;172;68;22.98539751;normal;6(7);6.76;1.3;1;0.5;-;1.2;0.2;-;-;2;1;0.5;0.4;0.6;0.6;-;0.5;0.5;1;0.4;37.2;89.4;0.5;3;-
Bayern;Rafinha;DM;C;DM(C);27;bis 30;172;68;22.98539751;normal;6(7);6.76;1.3;1;0.5;-;1.2;0.2;-;-;2;1;0.5;0.4;0.6;0.6;-;0.5;0.5;1;0.4;37.2;89.4;0.5;3;-
Bayern;Rafinha;M;R;M(R);27;bis 30;172;68;22.98539751;normal;6(7);6.76;1.3;1;0.5;-;1.2;0.2;-;-;2;1;0.5;0.4;0.6;0.6;-;0.5;0.5;1;0.4;37.2;89.4;0.5;3;-
Wolfsburg;Thomas Kahlenberg;M;L;M(L);30;bis 30;183;72;21.49959688;normal;6(7);6.37;1.3;0.4;1.4;-;0.4;1.2;0.1;-;-;-;0.5;0.9;0.5;0.8;-;0.6;0.3;-;0.9;25.7;86.5;0.2;0.8;0.1
Wolfsburg;Alexander Madlung;D;C;D(C);31;bis 35;193;92;24.69864963;normal;6(9);6.6;0.6;1.3;1.3;0.6;2.9;0.1;0.7;-;2;-;0.7;-;0.1;0.2;-;0.1;0.1;-;-;24.5;78.8;-;3.3;-
Fürth;Johannes Geis;DM;C;DM(C);19;bis 20;181;81;24.72452001;normal;7(1);6.81;1.9;1;1.9;-;0.8;1.3;0.1;-;1;1;1.1;1.3;0.1;1.3;-;0.6;0.6;1;1.3;23.3;67.2;1.5;3.4;-
Bayern;Claudio Pizarro;AM;C;AM(C);34;bis 35;184;84;24.81096408;normal;7(13);6.83;0.6;0.5;0.5;-;0.3;0.2;-;-;6;7;1.7;0.8;0.9;0.7;0.4;1.3;0.5;7;0.8;15.4;81.2;0.1;0.9;0.2
Bayern;Claudio Pizarro;FW;;FW;34;bis 35;184;84;24.81096408;normal;7(13);6.83;0.6;0.5;0.5;-;0.3;0.2;-;-;6;7;1.7;0.8;0.9;0.7;0.4;1.3;0.5;7;0.8;15.4;81.2;0.1;0.9;0.2
Fürth;Edu;AM;L;AM(L);31;bis 35;185;88;25.71219869;overweight;7(3);6.33;1.1;0.3;1.7;-;-;0.5;0.1;-;1;-;1.4;0.6;0.8;1;0.6;2.1;0.7;-;0.6;17.6;70.5;0.1;1.2;-
Frankfurt;Marco Russ;D;C;D(C);27;bis 30;190;75;20.77562327;normal;7(3);6.76;1.5;1.4;1.5;0.3;2.9;0.8;0.8;-;1;-;0.8;0.5;0.2;0.3;0.1;0.9;0.3;-;0.5;29.3;77.8;0.1;2.7;-
Frankfurt;Marco Russ;DM;C;DM(C);27;bis 30;190;75;20.77562327;normal;7(3);6.76;1.5;1.4;1.5;0.3;2.9;0.8;0.8;-;1;-;0.8;0.5;0.2;0.3;0.1;0.9;0.3;-;0.5;29.3;77.8;0.1;2.7;-
Fürth;Edu;FW;;FW;31;bis 35;185;88;25.71219869;overweight;7(3);6.33;1.1;0.3;1.7;-;-;0.5;0.1;-;1;-;1.4;0.6;0.8;1;0.6;2.1;0.7;-;0.6;17.6;70.5;0.1;1.2;-
Wolfsburg;Ivan Perisic;AM;L;AM(L);24;bis 26;187;81;23.16337327;normal;7(4);6.79;1;0.8;0.5;0.1;0.6;0.6;0.1;-;2;1;1.7;0.6;0.9;0.4;-;1;0.5;1;0.6;17.9;78.7;0.3;1.5;0.1
Stuttgart;Zdravko Kuzmanovic;DM;C;DM(C);25;bis 26;185;83;24.25127831;normal;7(5);6.51;1.1;1;0.7;-;0.6;0.3;0.2;-;-;-;0.6;0.6;0.5;1.2;0.2;1;0.2;-;0.6;40.9;86.2;0.6;6.4;-
Bremen;Philipp Bargfrede;M;C;M(C);24;bis 26;174;71;23.45091822;normal;7(6);6.39;1.2;1.5;1.5;-;0.4;0.9;0.2;-;-;1;0.4;0.4;0.4;0.8;-;1;0.3;1;0.4;24.2;73.7;-;0.8;0.1
Stuttgart;Tamas Hajnal;M;C;M(C);32;bis 35;168;67;23.73866213;normal;7(6);6.18;1.1;0.2;0.6;-;0.2;0.8;-;-;-;-;0.5;0.5;0.2;0.4;0.1;0.4;0.4;-;0.5;17.7;78.3;0.6;1;0.1
Gladbach;Igor de Camargo;AM;C;AM(C);30;bis 30;187;83;23.73530842;normal;7(7);6.42;0.5;0.2;1.1;0.1;0.4;0.5;-;-;2;-;1.1;0.4;0.5;1.6;0.5;1;0.9;-;0.4;13.3;56.5;0.1;0.2;-
